ID,Titulo,tiempos_inicio (segs.),tiempos_fin (segs.)
,,1674.61,1675.12
,,1825.89,1826.28
,,1986.63,1987.32
,,2062.29,2062.8
,,2087.13,2087.82
240.CA.AGN.L2.01,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista al Dr. Oscar Rial y Dr. Zenón Golstraj. Parte 2.",320.91,321.45
181.CA.RA.L1.02,El Sr. Francisco Manrique formula declaraciones refiriéndose a la situación actual del país. ,412.83,413.31
,,509.733867,510.24
,,514.35,514.92
,,680.883596,681.42
,,728.22,728.61
276.CA.AGN.L2.05,Entrevista a la artista plástica Elsa Borello Assali en el Archivo Gráfico de la Nación.,120.99,121.489336
276.CA.AGN.L2.04,Entrevista al escultor Orestes Assali en el Archivo Gráfico de la Nación.,202.26,202.694839
250.CA.AGN.L2.02,Disertación sobre la vida de Julio A. Roca,2249.77,2250.184844
1047.D40.AGN.LA.01,"Discurso del Vicepresidente de Facto, Contralmirante Isaac F. Rojas, en la sesión inaugural del debate sobre los puntos de la próxima Reforma Constitucional. Parte 2.",255.418857,255.99
327.CA.AGN.L1.02,Acto de recepción a Galo Plaza Lasso (Secretario General de la Organización de los Estados Americanos (OEA)) en su visita a la Argentina.,826.08,826.44
,,831.27,831.75
,,831.93,832.32
332.CA.AGN.L1.02,Conferencia del Doctor Severo Ochoa quien se refirará al tema: Mecanismo molecular de la lectura del mensaje genético. Parte 1.,325.05,325.59
,,397.44,397.921055
,,1307.167439,1307.57
402.CA.AGN.L1.02,"Conferencia del ex Presidente, Arturo Frondizi: ""La Nación, unidad y disgregación"". Parte 1.",37.95,38.55
,,189.69,190.17
,,1128.57,1129.05
,,1167.815098,1168.47
,,1180.92,1181.293887
,,1258.57,1259.17
,,1358.2,1358.86
,,1976.89,1977.52
,,2127.55,2127.97
,,2337.4,2337.88
277.CA.AGN.L2.02,"Conferencia que dictara el reverendo Raúl A. Entraigas sobre el tema: ""Piedrabuena Caballero del Mar"". Parte 1.",406.890645,407.43
,,1666.37,1666.94
183.CA.RA.L1.01,El Dr. Alberto Aseff formula declaraciones acerca de la actualidad actual del país. ,178.024277,178.41
,,472.512012,472.86
,,485.19,485.67
794.D40.AGN.LB.01,Visita del Presidente de la Nación Juan D. Perón a Santiago del Estero. Parte 2.,282.437139,283.11
,,352.44,353.22
763.D40.AGN.LA.01,Exposición del Primer Plan Quinquenal. Parte 6.,453.54,454.115684
93.CA.AGN.L1.01,"Ciclo de disertaciones ""Política educativa y cultural""",1118.640586,1119.51
259.CA.AGN.L2.01,4º Congreso de Academias de la Lengua Española. Parte 5.,144.48,145.05
67.D25.AGN.LA.01,Cena de camaradería de las fuerzas armadas: brigadier Gral. Oscar Muratorio,410.79,411.39
882.D40.AGN.LB.01,"Palabras del Presidente Juan D. Perón con motivo de inaugurarse el hogar - escuela ""Evita"" de la Fundación Eva Perón. Parte 9.",406.41,406.95
,,716.25,716.61
125.CA.AGN.L1.01,Entrega de diplomas a los dirigentes egresados de la Escuela de Elevación Cultural. Parte 2.,116.16,116.61
,,242.37,242.764878
,,247.5,248.01
,,268.11,268.89
,,344.55,344.996572
,,455.441631,455.869307
,,463.02,463.433379
,,499.71,500.34
,,516.0,516.38959
,,566.97,567.78
,,651.34,651.73
,,683.98,684.76
,,734.768403,735.46
,,744.01,744.513042
,,922.9,923.26
,,962.83,963.31
,,1015.09,1015.502969
,,1030.15,1030.57
,,1049.47,1049.86
,,1079.884023,1080.46
,,1198.12,1198.6
,,1224.91075,1225.458626
,,1387.15,1387.63
,,1468.21,1468.75
1015.D25.AGN.LB.01,"""Mensaje a la bandera"". Interpretado por Jorge Lanza. Autor: Roberto Valenti. Parte 2.",96.57033,97.23
,,97.95,98.55
282.CA.AGN.L1.01,"Entrevista al señor Eduardo Quiroga sobre la vida de : Facundo Quiroga, Domingo F. Sarmiento, Juan Manuel de Rosas e Hipólito Irigoyen, para el Archivo de la Palabra. Parte 2.",159.3,159.78
,,188.652319,189.06
,,1690.07,1690.82
,,1694.72,1695.2
,,1994.8,1995.310059
266.CA.AGN.L1.01,"Audición televisada: ""Revivir"", sobre el tema: ""Comienzos de la Radiotelefonía"". Parte 2.",378.3,378.99
,,569.25,569.7
,,587.73,588.09
,,667.17293,667.86
,,1030.41,1030.83
,,1205.5,1206.044218
,,1430.62,1431.15688
,,1540.420498,1540.84
130.CA.AGN.L1.01,Audiencia concendida a Directores y Secretarios de Institutos Educacionales de la Provincia de Buenos Aires.,98.64,99.45
,,108.81,109.56
,,125.46,126.15
,,156.63,157.32
,,171.36,171.84
,,251.1,251.79
,,431.01,431.76
,,552.75,553.32
,,566.82,567.3
,,617.66,618.29
,,624.35,625.07
345.CA.AGN.L1.02,"Conferencia del Profesor Sr. Juan Carlos Moreno: ""Recuperación de las Malvinas  que debemos hacer ahora? Estado actual del problema"". Parte 1.",82.83,83.64
,,1416.09,1416.463828
,,1538.58,1538.917471
,,1541.10167,1541.64
,,2129.76,2130.265869
,,2568.7,2569.09
,,2589.55,2590.021914
,,2598.31,2598.67
,,2655.253398,2655.97
,,2889.49,2890.06
,,3157.54,3157.991318
,,3287.59,3288.1
,,3297.91,3298.287197
,,3307.57,3308.23
67.CA.AGN.L1.01,Homenaje realizado al primer mandatario por empleados y obreros vitivinícolas y afines.,286.59,286.98
,,420.93,421.56
,,599.91,600.42
,,683.81,684.47
,,1532.08,1533.07
210.CA.AGN.L2.01,Conferencia del doctor Leoncio Giannello. Homenaje rendido al prócer Manuel Belgrano; acto realizado en el Museo Mitre. Parte 2.,87.06,87.63
867.D40.AGN.LA.01,Inauguración de la Feria de América en la Ciudad de Mendoza. Parte 1.,679.41,680.1
1130.D25.AGN.LB.01,"Ciclo radial ""Pienso y digo lo que pienso"". Hugo Del Carril. Parte 1.",75.21,75.69
129.CA.AGN.L1.01,Conferencia en la reunión de gobernadores realizada en la Casa de Gobierno.  Exposición de su campaña desde la Secretaría de trabajo y Previsión. Parte 4,82.08,82.47
,,129.54,130.08
,,176.1,176.61
,,178.62,179.19
,,191.85,192.51
,,204.12,204.6
,,284.88,285.48
,,371.46,372.0
,,387.42,387.84
,,391.38,391.74
,,415.44293,415.86
,,485.31,486.0
,,532.71,533.428242
,,538.312793,538.65
,,549.15,549.66
900.D40.AGN.LA.01,Inauguración de los cursos en la Escuela Superior Peronista. Parte 2.,51.785925,52.53
,,75.84,76.41
,,172.29,172.8
,,210.81,211.5
,,635.47,636.01
,,810.34,811.09
1139.D25.AGN.LA.01,"Ciclo radial ""Pienso y digo lo que pienso"". Alberto Closas. Parte 2.",26.28,26.79
,,67.89,68.28
229.CA.AGN.L1.04,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Santiago Sánchez Elía. Parte 1.",413.49,414.21
,,531.81,532.56
,,559.29,560.04
,,566.67,567.18
236.CA.AGN.L1.03,"Entrevista de Nelly Quiroz de Tucular a Cesáreo Bernaldo de Quiros, en el programa radial ""La entrevista de hoy"".",69.99,70.59
62.CA.AGN.L1.01,Acto de inauguración de la colonia de empleados de comercio de Uspallata.,269.88,270.63
770.D40.AGN.LA.01,Palabras del Presidente de la Nación Juan D. Perón en el Día del aprendiz.,88.29,89.075244
,,602.34,603.0
772.D40.AGN.LB.01,"Asamblea de productores agropecuarios, Teatro Colón . Discurso del Presidente Juan D. Perón. Parte 4.",323.25,323.88
,,370.71,371.58
,,399.93,400.733232
,,463.44,464.4
,,482.16,483.09
,,490.47,491.28
,,550.35,551.04
,,578.1,578.85
,,719.55,720.30334
,,876.3,877.14
1015.D25.AGN.LA.01,"""Mensaje a la Pirámide de Mayo"". Interpretado por Jorge Lanza. Autor: Roberto Valenti. Parte 1.",95.88,96.69
297.CA.AGN.L1.02,"Conferencia de Julián Marias en el Colegio de Escribanos sobre el tema: ""El futuro de la libertad"". Parte 1.",31.44,32.027025
,,886.39,886.75
,,1158.34,1158.91
,,2804.46,2804.820791
264.CA.AGN.L1.01,"Ciclo de conferencias organizadas por la Facultad de Filosofía y Letras ""Carácter y finalidad de la investigación"", para analizar los caracteres, métodos y objetivos de la investigación colectiva.",665.6,666.021534
,,989.75,990.14
206.CA.AGN.L2.07,Entrevista a Alfredo Bigatti.,224.43,225.03
374.CA.AGN.L1.01,"Conferencia de Héctor Lanfranco con motivo de su incorporación como miembro de número de la Academia Nacional de Derecho y Ciencias Sociales, titulada: ""Sarmiento y el Derecho"". Parte 2.",682.74,683.4
,,800.55,801.12
,,2310.07,2310.7
,,2356.9,2357.378945
376.CA.AGN.L1.01,"Acto de incorporación como miembro de número del Sacerdote Pascual R. Paesa en la Academia Nacional de la Historia, realizado en el ""Museo Mitre"" . Parte 2.",56.01,56.4
,,262.830674,263.46
775.D25.AGN.LA.01,Clausura del Congreso de Legislación Comercial. Discurso del Presidente Juan D. Perón. Parte 4.,41.55,42.239011
,,121.38,122.13
44.CA.AGN.L1.01,Congreso Nacional de Filosofía.,173.367451,174.03
,,253.858301,254.67
1169.D25.AGN.LB.01,Audición especial de la Subsecretaría de Informaciones por la celebración del Primero de Mayo. Parte 7.,40.859073,41.58
206.CA.AGN.L2.02,Entrevista a Luis Perlotti.,445.86,446.37
230.CA.AGN.L2.06,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista al Dr. Salvador Bussaca. Parte 1.",331.56,332.28
217.D25.AGN.LB.01,Comida de camaradería de las Fuerzas Armadas. Parte 4.,108.54,109.35
,,114.87,115.38
,,212.79,213.78
,,220.41,220.86
92.CA.AGN.L1.01,Discurso radial de Alejandro Leloir en respuesta a Arturo Frondizi.,537.78,538.44
,,569.821641,570.6
,,663.39,663.9
,,983.82,984.54
,,1109.4,1109.97
,,1457.45,1458.228418
,,1725.652344,1726.49
,,1849.94,1850.54
,,1932.02,1932.773911
78.CA.AGN.L1.01,"Inauguración del Gasoducto ""Presidente Perón"" Parte 1.",605.62,606.28
,,1138.41707,1138.9
238.CA.AGN.L2.03,Entrevista al Dr. Carlos Sánchez Viamonte.,187.47,188.07
,,223.83,224.43
,,316.08,316.68
123.CA.AGN.L1.01,"Programa radial ""Maria de la Cruz habla"" Parte 2.",94.56,95.22
,,111.42,111.9
,,124.980425,125.61
,,415.05,415.83
113.D30.AGN.B.01,Firma protocolo adicional convenio Argentina - Italia,82.32,82.86
,,85.2,85.74
281.CA.AGN.L1.02,El Dr. Arturo Illia pronuncia unas palabras con motivo de cumplirse el septuagésimo aniversario de la Ciudad de Pergamino.,319.77,320.61
,,335.04,335.88
223.CA.AGN.L1.02,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Ricardo Bassi.",1250.95,1251.49
95.CA.AGN.L1.01,Discurso desde los balcones de la Casa de Gobierno del Gral. Juan D. Perón para hablar de los acontecimientos del 16 de junio de 1955.,168.78,169.74
367.CA.AGN.L2.02,"Conferencia del Dr. Diógenes Taboada: ""La Argentina frente al movimiento de integración Latinoaméricano"", en el Centro para la paz mundial por el derecho (rama argentina).",1365.46,1366.03
331.CA.AGN.L2.02,Conferencia de prensa de Maurice Chevalier su visita a Buenos Aires.,1468.39,1468.75
989.D40.AGN.LA.01,Conferencia del Presidente Juan D. Perón a los Convencionales. Parte 5.,22.35,22.86
,,42.27,42.803232
,,75.6,76.071094
,,114.48,115.11
,,133.89,134.4
,,223.2,223.77
,,457.5,458.100176
,,485.04,485.7
,,524.61,525.21
,,605.651233,606.19
,,755.59,756.22
,,810.25,810.91
,,888.022041,888.52
,,981.668184,982.207715
,,994.869912,995.321875
,,1000.267803,1000.84
373.CA.RA.L2.04,Reportaje a Victoria Ocampo,688.46,688.85
235.CA.AGN.L1.01,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Dr. Emir Mercader. Parte 2.",232.68,233.19
320.CA.AGN.L2.01,"Reportaje al Doctor Christiaan Barnard del Canal 13 sobre trasplante de corazón, a raíz de su visita a la Argentina. Parte 2.",761.4,761.91
,,1975.07,1975.64
239.D25.AGN.LA.01,Inauguración de la semana Sanmartiniana a cargo del Ministro de Educación Armando Méndez San Martin. Parte 3.,356.25,356.85
884.D40.AGN.LA.01,Homenaje tributado por la colectividad árabe al Presidente Juan D. Perón. Parte 3.,213.96,214.53
268.CA.AGN.L1.03,Conferencia de Alberto Candioti: ʺSoberanía y la Antártidaʺ con motivo de cumplirse el sexagésimo aniversario de la ocupación de la Antártida Argentina. Parte 1.,229.321128,229.98
,,992.39,993.26
227.CA.AGN.L2.02,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a Manuel Belnicoff.",179.46,180.18
,,1162.6,1163.2
,,1196.05,1196.65
,,1312.64,1313.42
,,1392.14,1392.62
,,1462.58,1463.09
194.CA.AGN.L2.02,Entrevista a Antonio Berrni en su estudio.,645.53,645.89
,,894.291611,894.8
91.CA.AGN.L1.01,Discurso radiotelefónico de Arturo Frondizi transmitido a todo el país refiriéndose a la pacificación del pais.,692.78,693.454897
323.CA.AGN.L2.04,Discurso de Francisco Romero.Tema: Las etapas del positivismo iberoamericano. Parte 1.,848.71,849.13
,,1146.51959,1146.970234
1138.D25.AGN.LA.01,"Ciclo radial ""Pienso y digo lo que pienso"". Alberto Closas. Parte 1.",24.96,25.59
,,64.29,64.71
,,149.91,150.39
,,172.05,172.56
,,177.6,178.14
183.CA.RA.L1.04,Clausura de la reunión de Alcaldes.,20.19,20.82
,,29.61,30.06
181.CA.RA.L2.01,El Sr. Francisco Manrique formula declaraciones refiriéndose a la situación actual del país. ,297.84,298.20252
,,417.146748,417.66
,,842.09,842.81
,,858.8,859.19
,,860.302725,860.738047
,,2196.27,2196.69
191.CA.AGN.L2.02,"Arturo Frondizi emite un mensaje para referirse al tema: ""El gobierno subordina su politica al desarrollo y al saneamiento financiero"".",1710.46,1711.12
,,2109.25,2109.88
301.CA.AGN.L1.02,"Entrevista a María Luisa de Lozada, encargada de organizar un vasto plan de conciertos del ""Coro de la Escuela de niños cantores de Córdoba"".",159.539941,159.87271
774.D40.AGN.LB.01,Clausura del Congreso de Legislación Comercial. Discurso del Presidente Juan D. Perón. Parte 3.,44.4,45.12
,,183.78,184.44
,,203.04,203.7
,,315.54,316.151221
,,375.75542,376.378535
,,529.559004,530.003379
,,534.11502,534.54
,,590.07,590.82791
,,611.660304,612.198938
350.CA.AGN.L2.01,Acto de incorporación del Dr. Pedro S. Martínez como miembro de la Academia Nacional de la Historia de la Provincia de Mendoza. Parte 2.,468.81,469.32
,,1591.39,1591.84
,,2187.062725,2187.54
268.CA.AGN.L2.02,Audición televisada por Canal 7 con motivo del homenaje funerario al Dr. Alfredo Palacios. Parte 1.,262.14,262.8
,,509.16,509.58
,,1133.17,1133.480137
,,1136.747441,1137.31
,,1998.47,1998.86
,,2033.51,2033.96
,,2854.02,2854.4625
,,3165.95,3166.43
,,3183.68,3184.01
,,3200.814614,3201.2
,,3259.22,3259.7
,,3422.81,3423.38
,,3447.329053,3447.8
,,3457.668125,3458.18
,,3506.150352,3506.6
363.CA.AGN.L2.01,"Conferencia de Enrique González Lonzieme: ""Participación de la Marina"", en la exposición ""Campaña del  Desierto"", en el microcine del Archivo General de la Nación. Parte 2.",1342.06,1342.48
281.CA.AGN.L1.03,Disertación sobre historia del tango realizada por Jorge Luis Borges. Parte 1.,144.75,145.44
,,1935.230498,1935.589224
,,2735.92,2736.52
142.CA.AGN.L1.01,"Audiencia concedida a dirigentes obreros de la provincia Presidente Perón, durante el acto en la Casa de Gobierno. Parte 2",44.52,45.24
,,70.53,71.19
,,161.76,162.48
,,275.25,275.76
,,281.07,281.73
,,330.63,331.35
,,351.81,352.44
,,414.39,414.87
1057.D40.AGN.LA.01,"El Presidente de Facto de la Nación, Pedro E. Aramburu, dirige un mensaje con motivo convocatoria convencionales constituyentes.",720.62,721.16
222.CA.AGN.L1.19,"Eugenio López interpreta el monólogo: ""Pelagatti de los disfrazados"".",76.946682,77.507124
,,112.952021,113.284021
989.D40.AGN.LB.01,Conferencia del Presidente Juan D. Perón a los Convencionales. Parte 6.,114.24,114.727727
,,153.9,154.407349
,,307.92,308.55
286.CA.AGN.L2.01,Entrevista al Presidente del Círculo Argentino de Inventores.,400.08,400.670889
,,484.950703,485.52
,,1603.26,1603.98
,,1612.680703,1613.28
345.CA.AGN.L2.02,"Reportaje al Dr. Enrique Villegas Arévalo, para el programa ""Museo Vivo"", audición radial del ciclo cultural del Museo Histórico Nacional.",115.687192,116.28
1024.D25.AGN.LA.01,"""Cuentos infantiles. La manzana"" Interpretado por la actriz Silvana Roth con el niño Lanzzilota y otros. Parte 1.",62.94,63.66
178.CA.AGN.L1.01,Apertura de Período Legislativo. Año 1961. Parte 2,1860.61,1861.39
198.CA.AGN.L2.04,"Mensaje del Ministro de Economía, Álvaro Alsogaray, dirigido a todo el país con motivo del paro de actividades anunciado para el día 29 de mayo de 1962.",1732.59,1733.04
,,1793.91,1794.45
,,1805.01,1805.389453
230.CA.AGN.L2.01,"Homenaje a Perito P. Moreno en el aniversario del ""Día de los Parques Nacionales"". Discurso de Lola Tapia de Lesquera, acto realizado en el Instituto Bernasconi. Parte 2.",188.25,188.67
192.CA.AGN.L1.03,Acto de inauguración de las obras del túnel subfluvial entre la ciudad de Paraná y la ciudad de Santa Fé.,538.71,539.22
,,600.09,600.75
364.CA.AGN.L2.02,"Diálogo sobre el tema: ""Impresiones de un viaje musical a través de las edades y las naciones"", lectura de la biografía del Profesor Adolfo Morpurgo, y diálogo entre éste y los músicos Mussolino, Rubén Rodolfo y Pedro Sofía.",1652.45,1652.9
230.CA.AGN.L1.03,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista al Ing. Jorge M. Almada.",58.83,59.49
,,95.04,95.61
,,194.34,194.82
,,203.13,203.58
,,222.87,223.23
,,260.76,261.24
,,289.32,289.68
,,669.41,670.01
,,677.21,677.87
,,684.38,684.89
,,704.63,705.08
,,844.1,844.549297
,,870.08,870.44
,,942.562754,942.98
,,1014.62,1015.04
,,1022.63,1023.08
,,1024.070732,1024.307803
986.D40.AGN.LB.01,Discurso pronunciado por Juan D. Perón el 17 de Octubre de 1945. Parte 2.,321.692432,322.38
182.CA.AGN.L2.01,"Conferencia pronunciada en la Universidad de Buenos Aires, sobre el tema: ""Meditaciones sobre la ciencia y la cultura"". Parte 3",15.06,15.75
,,207.84,208.38
333.CA.AGN.L2.04,"Conferencia de Guillermo Gallardo en la Universidad del Salvador: ""La Academia del Plata y sus hombres"". Parte 1.",515.73,516.42
,,1593.22,1593.7
345.CA.AGN.L2.03,"Conferencia de prensa Sr. Willy Brant, Ministro de Relaciones Exteriores de Alemania, en el ""Plaza Hotel"" de Buenos Aires, con motivo de su visita. Parte 1.",162.69,163.08
,,190.38,190.77
,,551.37,551.7
286.CA.AGN.L2.02,Conferencia de Juan Contrera y Lopez de Ayala. Parte 1.,110.1,110.73
,,328.26,328.8
113.CA.AGN.L1.02,"Discurso de Juan Perón, con motivo de la reunión con dirigentes sindicales de todo el país, en el Salón Blanco de la Casa de Gobierno. Parte 1.",11.910542,12.51
,,117.0,117.54
,,193.8,194.31
,,205.376689,205.74
,,424.14,424.53
,,480.06,480.63
,,491.729883,492.39
,,502.26,502.74
,,515.730059,516.15
,,525.127266,525.78
,,531.75,532.08
,,540.389121,540.745723
,,545.22,545.73
,,563.665547,564.33
,,564.48,564.9
,,566.79,567.3
,,590.553223,590.91
,,592.171758,592.53
,,609.600552,610.02
,,620.49,620.91
,,650.94,651.39
,,678.93,679.28748
,,692.55,692.85
,,715.41,716.1
,,743.79,744.54
,,764.67,765.12
,,780.78,781.35
,,791.13,791.614878
,,812.07,812.58
,,826.980483,827.4
,,874.98,875.509277
,,877.56,878.04
,,882.69,883.11
,,956.7,957.03
,,995.4,995.850059
,,1021.983721,1022.58
,,1065.511055,1065.839707
,,1084.98,1085.370381
,,1138.23,1138.62
,,1182.33,1182.87
,,1183.29,1183.697051
,,1196.88,1197.21
,,1210.810482,1211.29
,,1224.13,1224.67
,,1365.79,1366.148315
985.D40.AGN.LA.02,Mensaje de Eva Perón al pueblo argentino en la campaña electoral. Parte 1.,284.07,284.7
995.D40.AGN.LB.01,"Visita del Vicepresidente provisional de facto, Contraalmirante Isaac Rojas a la República de Uruguay",113.22,113.79
278.CA.AGN.L1.02,Mensaje del Papa Pablo VI ante la Asamblea de las Naciones Unidas,539.73,540.452168
,,708.23,709.1
,,1403.36,1403.910283
,,1415.0,1415.57
,,1430.6,1431.189849
,,1456.76,1457.39
,,1511.39,1511.99
,,2128.67,2129.12
,,2222.75,2223.318301
,,2460.78,2461.38
,,2517.963105,2518.62
,,2767.74,2768.25
,,2949.99,2950.557539
350.CA.AGN.L1.02,Acto de incorporación del Dr. Pedro S. Martínez como miembro de la Academia Nacional de la Historia de la Provincia de Mendoza. Parte 1.,238.17,238.53
,,1063.73,1064.27
540.CA.AGN.L2.01,3° Congreso de la Organización Iberoamericana de Seguridad Social. Acto de Clausura. Parte 2.,178.35,178.8
,,310.14,310.501963
,,368.61,369.03
,,1820.23,1820.759453
,,1925.61,1926.15
,,1949.075918,1949.46
,,2018.19,2018.61
,,2021.79,2022.145122
,,2023.44,2023.8
,,2170.56,2170.979736
,,2608.1,2608.544419
,,3004.91,3005.6
,,3302.0,3302.78
,,3333.05,3333.59
,,3339.68,3340.34
,,3431.39,3432.08
,,3445.52,3446.12
,,3456.17,3456.59
,,3677.73,3678.3
,,3749.1,3749.55
,,4030.65,4031.22
,,4463.25,4463.79
,,4531.444424,4531.77
,,4655.61,4656.0
,,4772.43,4772.88
,,4917.01,4917.61
,,4959.88,4960.39
,,5026.87,5027.38
,,5232.88,5233.48
,,5511.89,5512.49
,,5760.17,5760.71
966.D40.AGN.LA.01,"Conferencia del Director General de Difusión Dr. Fernando Moline, a los interventores designados en la C.G.T. Parte 1.",152.429751,153.0
,,352.98,353.43
,,391.110439,391.65
,,427.08,427.511895
,,428.49,428.97
,,660.65,661.17916
205.CA.AGN.L2.05,Entrevista a Carlos Sánchez Viamonte. Parte 2.,273.57,274.23
,,384.93,385.59
101.CA.AGN.L1.01,Audiencia concedida a los delegados de los suboficiales de la Gendarmería Nacional.,616.36,617.02
,,683.71,684.31
,,780.741777,781.39
,,815.5,815.98
,,897.46,898.27
,,1015.06,1015.57
,,1153.900176,1154.17
,,1177.18,1177.78
,,1188.07,1188.55
,,1210.42,1211.02
,,1327.32,1327.8
,,1534.86,1535.64
,,1822.73,1823.6
,,1837.13,1837.64
,,1942.76,1943.42
,,1949.45,1950.048901
243.CA.AGN.L1.02,Presta juramento ante las Honorables Cámaras del Poder Legislativo y da lectura de su mensaje. Parte 1. ,1001.99,1002.59
,,2836.89,2837.55
880.D40.AGN.LA.01,"Palabras del Presidente Juan D. Perón con motivo de inaugurarse el hogar - escuela ""Evita"" de la Fundación Eva Perón. Parte 4.",40.89,41.58
,,177.36,178.14
,,181.62,182.28
,,334.825723,335.346855
,,531.57,532.26
1051.D40.AGN.LB.01,Inauguración del Monumento a la Bandera. Parte 1.,286.2,286.859854
135.CA.AGN.L1.01,"Juan Perón dialoga con estudiantes secundarias del interior, premiadas como mejores alumnas, que fueron invitadas de visita a la Casa de Gobierno.",24.9,25.468315
,,228.183369,228.75
,,263.64,263.97
,,423.81,424.26
,,509.76,510.21
,,537.72,538.17
,,562.71,563.19
,,632.58,632.94
,,638.13,638.57625
,,643.29,643.65
,,651.96,652.47
,,654.426555,654.863654
,,670.44,670.944609
,,677.91,678.6
,,685.683479,686.155188
,,691.32,691.8
128.CA.AGN.L1.01,Conferencia en la reunión de gobernadores realizada en la Casa de Gobierno.  Exposición de su campaña desde la Secretaría de trabajo y Previsión. Parte 3,42.09,42.6
,,140.277056,140.73
,,163.23,163.617466
,,179.49,179.88
,,196.35,196.83
,,206.73,207.15
,,219.15,219.57
,,228.0,228.54
,,272.64,273.15
,,301.826836,302.19
,,310.430742,310.92
,,377.58,378.09
,,382.92167,383.610498
,,393.42,393.78
,,413.971055,414.36
,,464.626318,465.24
,,1685.41,1685.89
,,1738.93,1739.5
,,1806.19,1806.73
,,1839.79,1840.178271
,,1880.02,1880.56
,,1913.08,1913.47
,,1928.084197,1928.65
,,1945.93,1946.38
,,1963.30019,1963.75
,,1977.19,1977.64
,,1983.19,1983.79
,,1986.73,1987.15
,,1996.337134,1996.78
,,2008.15,2008.6
255.CA.AGN.L1.04,"Conferencia ""La filosofía del General Mitre"".",304.41,304.98
,,342.78,343.259414
244.CA.AGN.L2.02,"Palabras pronunciadas con motivo de serle otorgado al Sr. Jorge Luis Borges el ""Gran Premio Fondo Nacional de las Artes""; distinción que dicha entidad entrega una vez por año al mejor literato, pintor, escultor, músico, etc. ",1261.01,1261.436284
126.CA.AGN.L1.01,Conferencia en la reunión de gobernadores realizada en la Casa de Gobierno.  Exposición de su campaña desde la Secretaría de trabajo y Previsión. Parte 1,331.95,332.61
,,421.2,421.71
,,556.77,557.211855
,,627.76,628.18
,,672.76,673.27
,,700.72,701.17
,,770.89,771.371904
,,828.97,829.66
,,1006.33,1006.778857
,,1065.58,1066.0
,,1137.808867,1138.21
,,1274.06,1274.72
,,1409.57,1409.93
,,1419.421411,1419.709883
,,1480.82,1481.15
,,1670.48,1671.08
,,1735.19,1735.55
,,1742.24,1742.75
,,1760.25459,1760.63
,,1768.01,1768.58
251.CA.AGN.L1.03,"Conferencia ""Obra Económico Financiera realizada durante los gobiernos del Gral. Roca"", pronunciada en homenaje al Gral. Julio A. Roca en la Academia Nacional de Ciencias Económicas.",655.24,655.72
361.CA.AGN.L1.02,Mensaje del Presidente Juan Carlos Onganía para referirse a los cambios en el gabinete.,1615.11,1615.83
,,1727.52,1728.18
,,1760.97,1761.45
335.CA.AGN.L2.03,"El escritor Francisco Luis Romay pronuncia unas palabras para referirse a un trabajo realizado por él que titulara ""Riña de gallos"".",1345.72,1346.2
,,2199.64,2200.21
158.CA.AGN.L1.02,Palabras pronunciadas por Juan Perón con motivo de la visita de Delegaciones de la provincia de Córdoba.,319.47,319.92
,,626.29,626.77
,,713.86,714.61
,,755.5,756.25
,,818.74,819.49
,,894.94,895.72
,,920.532227,921.25
,,1082.5,1083.28
,,1092.889434,1093.51
,,1151.325391,1151.95
,,1183.96,1184.62
,,1189.42,1189.96
1046.D40.AGN.LA.01,Discurso del Presidente de Facto de la Nación General Pedro E. Aramburu y el Ministro de Hacienda Roberto Verrier sobre aspectos económicos financieros del país. Parte 3.,675.34,675.82
353.CA.AGN.L1.01,Conferencia de prensa del Ministro de Economía y Trabajo Adalberto Krieger Vasena y el Secretario de Hacienda Cesar Bunge. Parte 2.,846.901089,847.4
,,972.53,972.945957
,,1052.63,1053.14
,,1063.88,1064.27
,,1077.56,1077.87374
,,1090.28,1090.67
,,1172.12,1172.51
,,1486.78,1487.26
,,1720.78,1721.11
,,1741.66,1741.96
373.CA.AGN.L1.01,Acto de clausura del II Congreso Nacional de la Industria. Discurso de Carlos Ponce Martínez (Gobernador de Salta). Parte 2.,65.64,66.21
202.D25.AGN.LA.01,"Mensaje radial del Ministro de Economía, Roberto Ares, a los pobladores del campo",71.73,72.3
235.CA.AGN.L1.02,"Ciclo de Audiciones titulado ""Tribuna Oral"". Entrevista a la Dra. Alicia Moreau de Justo.",395.52,395.947031
,,453.33,453.87
35.CA.AGN.L1.01,Apertura del Poder Legislativo.,769.36,769.63
,,1441.15,1441.54
52.D30.AGN.LB.01,Mensaje de Navidad de Eva Perón.,23.7,24.21
109.CA.AGN.L1.02,Reunión de gobernadores de provincias. Parte 1.,10.11,10.439141
217.CA.AGN.L2.20,Lectura del escritor Juan María Luciano Zocchi. Parte 1.,626.68,627.4
,,650.74,651.37
,,666.52,667.21
78.D25.AGN.LB.01,Campaña nacional de forestación. Parte 3.,97.964729,98.52
,,198.51,198.931201
